,Upvotes
141688,193.0
220362,36.0
328552,5.0
176846,127.0
303995,95.0
205308,12.0
113866,2.0
265856,7.0
107723,17.0
285055,2.0
90622,13.0
25644,48.0
239797,22.0
268974,11.0
36136,86.0
129660,2634.0
34845,22.0
122705,3.0
320834,410.0
123130,0.0
11065,4.0
82199,1.0
231560,771.0
112168,47.0
289707,28.0
320690,22.0
77275,150.0
236898,16.0
225853,27.0
328818,1.0
297731,15.0
134517,15.0
282519,2.0
255934,17.0
41663,408.0
223242,2.0
192929,49.0
102324,10.0
81743,337.0
149530,101.0
304478,61.0
268134,1.0
204385,13.0
190151,128.0
315144,1361.0
184703,31.0
235399,5.0
102581,0.0
71805,531.0
248554,16.0
224681,6.0
154811,29.0
176200,8.0
199151,35.0
74042,488.0
162755,506.0
27581,5410.0
118014,12.0
124180,25.0
221015,39.0
208400,285.0
320362,157.0
138831,129.0
11214,98.0
296089,5.0
243278,1092.0
226384,75.0
106095,55.0
103000,19.0
174317,12.0
150220,27.0
198516,4.0
220588,64.0
113219,41.0
35330,41.0
218962,8.0
53148,5.0
236398,17.0
90670,1410.0
234435,76.0
138953,104.0
158452,18252.0
235243,54.0
303329,15.0
255460,4.0
89364,2.0
251229,27.0
312500,17.0
107690,126.0
227511,21.0
18084,3635.0
221931,138.0
324421,17.0
158356,44.0
48963,1.0
294180,5.0
323749,15.0
31991,33.0
157725,247.0
103044,438.0
38850,3.0
169373,3.0
73778,38.0
85659,27.0
280254,11.0
173936,7.0
329929,17.0
177271,14.0
294056,16.0
104511,140.0
160688,22.0
159671,458.0
140727,2.0
168414,19.0
129252,15.0
12783,81.0
326089,14.0
134357,9.0
299416,7.0
89771,54.0
174796,88.0
171044,1367.0
206499,27.0
4742,15587.0
167070,6.0
242988,3.0
71160,14.0
212298,18.0
32022,0.0
285738,235.0
82814,13.0
168400,7.0
282157,802.0
171765,3.0
280327,211.0
112361,2872.0
169057,78.0
269147,316.0
132924,135.0
35913,29.0
272252,27.0
26107,175.0
10050,71.0
272125,183.0
83657,15.0
126205,14.0
102835,32.0
149424,535.0
94854,2.0
234850,130.0
50981,9.0
32569,5.0
87660,370.0
286598,5.0
247444,857.0
194902,24.0
222264,29.0
184701,31.0
22597,14.0
5547,57.0
246490,21.0
194978,316.0
70979,127.0
59987,2758.0
71051,272.0
182414,42.0
248688,23.0
90230,13.0
292650,23.0
271314,112.0
259591,11.0
47582,82.0
282999,93.0
22569,166.0
154629,76.0
220747,166.0
96664,26.0
187406,1.0
4553,1.0
276457,8.0
38790,9.0
319825,13.0
246247,124.0
255933,13.0
166125,512.0
81245,11.0
229297,4.0
111060,1.0
271027,20.0
4358,57.0
149405,8977.0
279376,27.0
306699,9.0
155182,2.0
239928,33.0
38134,13.0
286971,4801.0
60178,22.0
200980,985.0
292555,6.0
11936,2.0
293595,22.0
211310,83.0
203397,199.0
77279,51.0
17261,21.0
209403,12.0
139803,9.0
61090,179.0
215236,82.0
275762,395.0
4472,16.0
40082,0.0
78128,32.0
188292,0.0
86433,1.0
132689,136.0
306166,17.0
40665,90.0
280763,584.0
256538,12.0
66685,11.0
35536,11.0
254988,7.0
72899,5.0
145831,22.0
35493,14.0
283523,163.0
299837,1.0
189335,82.0
173298,2714.0
28208,6.0
15179,1.0
236075,132.0
318810,362.0
236609,1.0
237487,177.0
33326,10.0
28191,1.0
175560,84.0
262449,17.0
26811,95.0
15573,339.0
195509,2.0
245654,21.0
298971,46.0
200152,0.0
246959,15.0
124283,23.0
178624,2.0
100358,49.0
294026,369.0
123184,76.0
192871,26.0
108132,524.0
154081,92.0
94686,14.0
271657,112.0
177058,13.0
124279,11.0
278084,49.0
27976,1.0
266035,75.0
207961,1.0
114022,19.0
192181,127.0
90427,36.0
149929,70.0
78646,180.0
225123,28.0
66202,18.0
39709,157.0
220412,24.0
93778,32.0
106092,81.0
67199,2726.0
93718,1.0
269089,1.0
31574,95.0
274810,9.0
323638,11.0
319011,1859.0
55154,12.0
187622,1.0
39289,7.0
120636,6.0
202500,8.0
255405,51.0
216835,5.0
108567,66.0
166432,384.0
21274,34.0
189044,353.0
170100,2.0
153057,4.0
9062,41.0
30054,80.0
206526,105.0
218686,152.0
319152,814.0
218911,1261.0
7591,13.0
119930,43.0
31884,496.0
71025,523.0
178069,8.0
142731,139.0
259479,12.0
141962,3.0
246599,30.0
323361,60.0
284041,1.0
92805,7.0
67590,160.0
263863,36.0
284296,4.0
29521,60.0
325257,74.0
4947,974.0
115649,13.0
14983,9.0
295137,47.0
303579,35.0
26455,2038.0
146823,6053.0
107071,3.0
64033,3.0
45753,7.0
34242,296.0
318634,84.0
271515,143.0
27903,2.0
54412,64.0
256841,12.0
184345,63.0
14701,70.0
232611,3.0
84945,1.0
84252,43.0
310399,124.0
131978,9.0
312274,8.0
239944,454.0
125026,443.0
83783,1.0
231537,24.0
30944,572.0
19104,2.0
264040,3.0
318144,172.0
33972,6.0
109400,12.0
85033,13.0
230318,0.0
98465,7.0
102604,17.0
276245,22.0
230149,0.0
39200,4.0
198040,15.0
262090,10.0
294307,32.0
79652,3.0
34264,7.0
110327,371.0
129221,4.0
60605,37.0
238418,15.0
278586,288.0
218726,99.0
286283,21.0
116990,761.0
219082,10.0
321051,38.0
118732,39.0
268265,101.0
19558,86.0
258257,1.0
155911,24.0
314955,11.0
51545,141.0
274775,16.0
84020,22.0
86876,7.0
91206,15.0
149448,6.0
127116,10.0
323387,6021.0
104578,6.0
213929,179.0
278390,0.0
279808,33.0
33332,38.0
202755,5.0
162367,40.0
210643,19.0
72346,130.0
303517,1253.0
150066,0.0
244568,4.0
314623,0.0
74232,5.0
77869,322.0
89506,108.0
117162,87.0
48146,5.0
251380,2.0
324848,5.0
91607,439.0
206472,105.0
305626,18.0
158252,129.0
234235,8.0
118314,137.0
135830,34.0
137518,16.0
233121,19.0
249609,86.0
204627,21.0
317219,62.0
176931,4017.0
275994,3.0
72789,2.0
232201,5.0
42516,8.0
234571,2.0
95474,1443.0
290257,5.0
120532,396.0
205569,0.0
6431,44.0
153809,28.0
42221,23.0
138163,979.0
130476,5.0
215933,24.0
217034,4.0
18290,32.0
301022,2.0
298743,16.0
19021,345.0
204826,10.0
328672,58.0
328674,1507.0
219066,148.0
39585,26.0
143144,186.0
296193,3.0
299239,14.0
250985,99.0
130179,37.0
70962,32.0
32760,3.0
58544,3317.0
244850,39.0
55957,1.0
100351,0.0
132570,423.0
53021,551.0
299523,38.0
246580,26.0
93632,343.0
319279,30.0
16570,639.0
65421,279.0
3030,13.0
25663,3.0
227573,9.0
321339,52.0
284006,49.0
231770,2917.0
320305,5.0
270695,4439.0
310416,6.0
290181,12.0
79410,57.0
132364,11.0
258100,506.0
13620,51.0
57100,1262.0
209176,200.0
300617,18.0
109613,136.0
149319,1.0
65008,7.0
261174,127.0
296508,92.0
63877,3.0
183763,15.0
273497,26.0
51730,434.0
131278,3.0
133017,0.0
227501,36.0
42697,22.0
230471,43.0
4380,7.0
248977,4.0
60878,324.0
103107,9.0
314389,114.0
7849,20.0
60975,5.0
289511,47.0
72802,41.0
54270,68.0
197162,241.0
83282,629.0
887,272.0
46538,558.0
98797,14.0
305171,19.0
125138,39.0
100340,3.0
113661,125.0
310710,86.0
63386,9.0
67841,4.0
158753,24.0
191227,53.0
285914,709.0
84181,97.0
110077,31.0
214207,50.0
314520,77.0
72116,363.0
309944,28.0
162026,92.0
258580,15.0
167074,170.0
172433,27.0
121622,9.0
301305,4.0
107014,55.0
157297,0.0
107180,69.0
222865,240.0
313280,5.0
199740,37.0
15840,5.0
130178,14.0
32046,969.0
97666,9.0
235621,14.0
18097,12.0
180017,417.0
73818,138.0
303199,94.0
165927,23.0
57047,1.0
104835,3.0
291745,1260.0
122017,91.0
21028,108.0
199599,198.0
131404,40.0
199788,120.0
3549,7.0
6153,13.0
170226,344.0
75587,37.0
154077,31.0
226146,51.0
90186,20.0
323619,328.0
292579,97.0
126554,4.0
258334,27.0
282015,39.0
168832,12.0
317209,688.0
45908,37.0
99035,27.0
43796,3.0
41762,523.0
60467,34.0
292135,70.0
132068,304.0
185081,2.0
131977,2.0
128054,23.0
259184,46.0
180375,2.0
143423,3.0
166516,34.0
44438,206.0
328162,74.0
287751,1.0
203879,13.0
82041,20.0
88999,22.0
140289,4.0
158602,32.0
12912,37.0
111683,10.0
106975,70.0
93244,70.0
59373,24.0
312346,131.0
186286,48647.0
259915,268.0
303671,64.0
152578,0.0
191683,41.0
178948,479.0
234273,0.0
124249,290.0
188682,14.0
115538,4905.0
14787,34.0
63600,17.0
305057,91.0
298246,88.0
211758,16.0
278998,339.0
170359,559.0
208718,9.0
107088,168.0
328059,566.0
243531,652.0
31503,11.0
123111,125.0
95660,3.0
328832,7.0
229673,23.0
308277,13.0
318162,3.0
151961,20.0
7176,156.0
287092,21.0
141824,196.0
74031,50.0
113217,47.0
275596,7.0
174729,32.0
52003,9.0
91364,0.0
8471,9.0
93301,40.0
204841,12.0
96392,27.0
278032,11.0
265472,1609.0
155802,69.0
673,1978.0
173322,12.0
290891,49.0
102649,1.0
41404,20.0
325814,295.0
211862,14.0
254997,31.0
163116,149.0
201904,71.0
302022,3.0
143163,103.0
227042,174.0
275178,4.0
1189,62.0
179684,5.0
56998,166.0
26859,25.0
189660,30.0
319505,5263.0
231106,86.0
224454,1.0
51731,220.0
106885,120.0
53881,72.0
147670,2.0
168250,12.0
132404,108.0
9257,10.0
241640,15.0
183267,5.0
317052,158.0
260110,6998.0
200981,12.0
38613,34.0
238424,143.0
133312,4573.0
28482,80.0
144312,33.0
136052,13.0
13298,350.0
296442,15.0
282510,21.0
312548,5963.0
96281,13.0
110996,14.0
52110,6.0
117776,137.0
268413,19.0
66719,780.0
306228,127.0
197882,84.0
309789,81.0
305723,3.0
2472,1848.0
166066,1670.0
281060,9.0
24101,2.0
305383,198.0
277978,8.0
308736,373.0
177970,25.0
93919,122.0
189119,7.0
140122,82.0
269525,148.0
36915,22.0
58555,544.0
82552,21.0
134516,14.0
301297,1240.0
240747,3159.0
236541,94.0
16237,2216.0
190912,104.0
249178,4.0
185727,0.0
100960,3.0
215307,41.0
64551,8.0
294834,62.0
8762,1228.0
167416,3.0
257288,24.0
281101,21.0
246419,2.0
117295,21.0
242758,48.0
28441,4.0
325181,193.0
103325,2.0
50156,552.0
96452,48.0
18225,14.0
145747,12.0
146864,69.0
269270,426.0
237255,182.0
22713,26.0
125576,144.0
213200,43.0
7632,335.0
160453,11.0
198202,29.0
263587,4.0
120868,8.0
92506,266.0
54718,104.0
237217,2.0
292604,9.0
171762,10.0
272030,65.0
156785,15.0
293657,11.0
242093,4.0
40615,51.0
125106,32.0
5680,60.0
196294,30.0
95476,117.0
304346,87.0
253203,8.0
256939,60.0
200204,2.0
6739,66.0
134738,1050.0
92242,12.0
212081,17.0
220638,52.0
105465,48.0
105273,34.0
131580,7.0
304222,21.0
94847,52.0
112091,76.0
25694,27.0
28637,1000.0
63604,13.0
175021,376.0
192332,32.0
325581,92.0
166114,36.0
170340,4.0
12258,44.0
226052,2.0
200316,0.0
155450,1417.0
148762,43.0
252182,553.0
15154,12.0
128286,11.0
95578,7.0
239506,317.0
218451,8.0
151656,10.0
44879,19.0
137582,3.0
137574,25.0
166722,196.0
98689,413.0
238294,6.0
135693,50.0
251521,5591.0
64820,21.0
240522,28.0
30935,49.0
310023,7.0
122342,153.0
287969,9.0
253718,34.0
190938,19.0
109999,756.0
126888,16.0
283304,330.0
201650,2.0
48390,15.0
256635,104.0
243749,10.0
138404,34.0
223747,222.0
96806,1110.0
314736,2.0
153670,458.0
236764,48.0
147885,2.0
115553,2065.0
160260,234.0
12815,11.0
314422,25.0
175860,401.0
10272,45.0
110251,195.0
202251,1.0
245025,1.0
282465,7.0
177069,5.0
141843,5232.0
130642,25.0
4516,3269.0
192364,27.0
180135,753.0
166470,14.0
280188,8.0
163555,33.0
89336,272.0
53550,13.0
77320,380.0
226690,59.0
238342,1332.0
54864,58.0
151724,1804.0
265379,5.0
254309,30.0
93489,2.0
268629,126.0
206592,68.0
166496,31175.0
75968,31.0
297539,2.0
71801,37.0
276071,17.0
246762,8.0
138059,16.0
15518,13.0
308396,36.0
72386,30.0
28765,11.0
137260,72.0
153964,63.0
287943,2.0
39020,138.0
64805,24.0
107253,8.0
126287,3.0
241935,338.0
67500,10.0
234063,24.0
10588,20.0
279379,1.0
231825,73.0
258399,1444.0
225009,22.0
241033,156.0
6136,609.0
2350,23.0
321463,4.0
75909,9.0
67347,3081.0
84591,6.0
306318,9.0
2331,1.0
97840,4.0
211182,13.0
152063,2.0
262504,16.0
7940,8.0
95265,7.0
269844,1.0
117680,11.0
33040,28.0
176480,13.0
149558,28.0
223269,4.0
140186,135.0
193791,1210.0
280624,20.0
143436,26.0
259638,7.0
238526,0.0
288776,2.0
247834,137.0
70423,8.0
138138,249.0
221779,4.0
242465,2794.0
192581,366.0
8050,104.0
125777,10.0
201999,4.0
89168,20.0
14288,5.0
325068,31.0
250783,35.0
73763,26.0
309123,44.0
98523,33.0
101828,33.0
210123,159.0
144649,28.0
90962,38.0
328198,90.0
305899,6.0
207904,1.0
78675,10.0
251493,37.0
154211,3.0
77596,13.0
178978,13.0
309824,33.0
88521,1.0
186296,8.0
56629,4.0
237598,88.0
108170,74.0
72934,349.0
152326,2.0
237349,7.0
72530,429.0
9471,568.0
240611,1.0
40122,2.0
68132,52.0
295467,11.0
192322,12.0
235046,4.0
247299,115.0
229522,1.0
310900,28.0
117219,49.0
100514,35.0
275894,128.0
168674,19.0
7511,1.0
292598,116.0
128597,1.0
236467,14.0
166457,815.0
281517,153.0
262373,339.0
2109,114.0
287086,2.0
21451,367.0
296981,2.0
70477,8.0
10462,39.0
326310,34.0
54082,2.0
14478,26.0
244656,54.0
186489,6.0
320997,20.0
323214,1332.0
223802,210.0
223506,62.0
76762,11.0
164344,545.0
282611,1182.0
250387,70.0
145950,6.0
133149,1.0
164878,53.0
135572,65.0
186316,34.0
290862,42.0
64322,2158.0
177647,2.0
272879,135.0
195138,336.0
21401,12.0
246792,148.0
316331,8.0
42041,4.0
272229,87.0
3012,51.0
174330,22.0
19215,8.0
139777,30.0
46784,6.0
58247,1.0
122872,41.0
201577,94.0
53795,8.0
3126,24.0
303474,614.0
37562,7.0
44165,19.0
171677,10.0
10125,83.0
170184,12.0
258106,266.0
277785,33.0
12958,166.0
113509,45.0
77682,12.0
133462,4.0
28096,6.0
261388,6.0
46387,29.0
104104,23.0
239936,261.0
151712,38.0
209192,35.0
119237,20.0
13370,9.0
75081,97.0
273814,108.0
263665,11.0
328363,43.0
107937,11.0
132105,24.0
307130,18.0
116802,14.0
264375,12.0
260016,13.0
175844,3.0
220214,5938.0
146808,58.0
65203,33.0
19388,45.0
70569,48.0
8679,244.0
241841,149.0
162840,932.0
32259,44.0
230414,46.0
46354,9.0
188822,1.0
124860,11.0
253421,4.0
323276,88.0
135475,18.0
249070,12.0
38492,397.0
104658,24.0
194943,170.0
150918,4.0
261895,4.0
231987,4.0
186249,50.0
93277,24.0
137982,3.0
287206,9.0
184174,125.0
139657,23.0
164052,34.0
108282,13.0
93675,8.0
23087,48.0
208918,450.0
34583,0.0
142334,479.0
73149,193.0
13863,109.0
127594,5.0
170008,20.0
39636,2.0
292232,4.0
295479,3.0
100603,1.0
146586,307.0
89968,396.0
22036,83.0
199385,3.0
162658,7.0
189431,28.0
206567,3.0
53630,13.0
265209,160.0
17929,40.0
27062,16.0
277103,12.0
194485,46.0
247229,21.0
222153,201.0
158505,4.0
172450,6.0
59769,1103.0
235975,1.0
248407,34.0
1439,399.0
233668,16.0
107646,51.0
56406,90.0
316030,194.0
40767,250.0
37396,32.0
158584,20.0
187426,380.0
271287,84.0
314139,28.0
12536,53.0
318476,24.0
259011,4.0
61644,49.0
245215,26.0
258484,4.0
3899,15.0
53054,85.0
252892,18.0
120397,59.0
122033,403.0
6670,491.0
3165,7.0
306644,104.0
162809,3.0
133434,34.0
139650,2.0
197917,413.0
93732,325.0
234786,115.0
134109,256.0
256827,45.0
90506,8.0
201478,10.0
247771,12.0
65825,2.0
49056,70.0
129155,15.0
68447,6.0
139729,6.0
322941,364.0
99382,9.0
329309,23.0
235010,55.0
79315,70.0
97075,40.0
214973,1.0
77674,8.0
27397,147.0
136023,24.0
203354,65526.0
317230,353.0
27585,534.0
209021,79.0
231474,10.0
32223,0.0
327854,12.0
38153,1.0
256650,4376.0
102257,9.0
318012,0.0
151755,1283.0
222070,437.0
179358,104.0
79105,157.0
69439,3.0
225715,42.0
24183,165.0
241415,65.0
194936,40.0
29034,69.0
327418,2.0
51310,24.0
126839,54.0
160994,10.0
268392,212.0
79319,13.0
219056,22.0
277647,17.0
204123,854.0
266282,29.0
16058,2.0
185036,17.0
114774,346.0
170937,77.0
93776,14.0
268037,28.0
125407,64.0
244089,1.0
77326,4.0
114753,29.0
209917,1609.0
328456,27.0
49122,37.0
125363,70.0
266559,1.0
133112,12.0
134523,3.0
237996,7570.0
177712,9.0
310652,112.0
205952,4.0
272547,6.0
3184,129.0
183402,12.0
90436,34.0
23400,135.0
320883,2913.0
74896,34.0
122603,58.0
61590,380.0
201918,248.0
85036,151.0
6325,29.0
306639,83.0
42852,6.0
290122,40.0
139391,16.0
202712,753.0
250896,8.0
181715,43.0
279947,24.0
177594,6.0
289002,6.0
142689,48.0
316963,15.0
16189,14.0
49708,13.0
64156,84.0
189638,77.0
68840,35.0
32755,10.0
170180,3.0
174994,210.0
134229,15.0
229254,15.0
295642,10.0
60459,24.0
296940,609.0
281298,3039.0
103,3.0
162194,1036.0
167383,5.0
242228,72.0
37088,738.0
197868,9.0
260168,8.0
103027,18.0
246039,119.0
191560,21.0
244647,90.0
155446,10.0
312576,2.0
164106,64.0
323830,29012.0
44015,1080.0
44925,242.0
39121,9.0
16424,7.0
164300,2861.0
310230,13.0
145320,47.0
269841,19.0
154243,64.0
187567,33.0
115929,24.0
256342,23.0
163342,67.0
80143,16.0
265365,5.0
301549,17.0
161588,188.0
222159,452.0
45534,23.0
193836,37.0
200366,4.0
22735,151.0
22067,2197.0
230887,1.0
290821,23.0
41782,5.0
22875,3.0
250843,278.0
253706,989.0
104948,488.0
265683,433.0
109548,1.0
232498,51.0
176226,0.0
76755,1270.0
41289,18.0
304327,130.0
213814,1.0
259033,108.0
259485,75.0
190558,16.0
287228,10.0
47684,7.0
178084,0.0
125230,11.0
14014,90.0
104602,85.0
194878,12.0
230461,5.0
116485,10.0
193925,7.0
320425,7.0
175302,15.0
295604,177.0
174379,30.0
55447,86.0
130826,2.0
42415,309.0
260091,92.0
3907,25.0
81298,15.0
40490,209.0
299608,11.0
94166,39.0
280643,138.0
244543,3.0
293896,190.0
125175,14.0
273717,99.0
261046,20.0
216705,1119.0
56880,54.0
126461,77.0
163003,23.0
169428,66.0
139452,3.0
251314,23.0
93093,0.0
21579,120.0
90636,45.0
283184,410.0
212504,11.0
163197,398.0
93510,818.0
296708,86.0
162759,4.0
127926,79.0
240015,19.0
216926,3.0
277809,133.0
88616,9.0
206496,9.0
212871,15.0
296479,13.0
327896,19.0
183018,1403.0
147502,18.0
31187,90.0
123362,2921.0
298576,45.0
97420,4.0
213566,2.0
207056,20.0
283876,134.0
299610,11.0
60448,2.0
314631,4.0
181275,4.0
31045,247.0
227692,23.0
163318,61.0
164251,684.0
293562,10.0
309396,47.0
183407,11.0
131113,19.0
116386,3.0
178740,191.0
182388,92.0
112049,22.0
150525,50.0
237764,84.0
58649,55.0
77782,11.0
64569,87.0
26424,270.0
241936,3.0
229317,14.0
75298,158.0
272593,12.0
106419,198.0
40331,31.0
81640,14.0
161463,3.0
222402,45.0
35213,192.0
268927,2.0
105128,311.0
21535,591.0
270077,5937.0
32474,2.0
254963,4.0
190523,138.0
106836,264.0
183618,0.0
209655,14.0
121537,6.0
190635,171.0
285343,1093.0
86004,73.0
47592,33.0
52414,37.0
71337,69.0
298030,134.0
202139,171.0
64981,84.0
174834,14.0
310597,7.0
123390,241.0
141513,48.0
153478,179.0
119098,168.0
208080,15.0
162325,68.0
166397,4.0
98517,693.0
38218,62.0
103110,4.0
25014,58.0
72051,4.0
290906,88.0
100974,21.0
143655,323.0
16825,110.0
8951,63.0
61340,59.0
236263,677.0
178674,50.0
105122,2.0
103921,2.0
287571,126.0
304307,100.0
217249,290.0
249596,28.0
61663,4.0
293535,9.0
283719,0.0
290886,54.0
203398,85.0
123104,153.0
69847,6.0
210381,62.0
178815,86.0
129051,8.0
255625,35.0
140530,2.0
5010,6.0
56808,267.0
316986,4.0
93943,17.0
158883,3.0
212771,32.0
41363,4.0
40071,6.0
236830,20.0
116489,27.0
130990,76.0
199448,370.0
282773,2.0
145472,34.0
285631,5.0
290061,694.0
183829,2.0
281241,29.0
283153,80.0
207388,10.0
237001,13.0
15207,16.0
180353,14.0
299273,1523.0
252900,3.0
275808,18.0
143229,64.0
241769,32.0
34292,21.0
301728,66.0
209803,2.0
98868,4.0
7660,84.0
12998,8.0
167801,85.0
105814,9.0
89901,2.0
173320,1390.0
256234,24.0
233145,41.0
146554,4.0
66413,51.0
130677,2.0
87640,21.0
29796,89.0
30078,274.0
186639,9.0
162070,15.0
147647,5.0
73847,38.0
318263,34.0
306019,2.0
179423,2889.0
309942,258.0
203952,93.0
320135,11.0
139238,3.0
175731,145.0
15499,97.0
17203,40.0
235934,57.0
47550,11.0
38288,3.0
175335,69.0
96733,142.0
290936,44.0
158068,120.0
293648,3.0
31216,26.0
317296,5.0
212056,1068.0
114678,601.0
295357,1.0
49696,21.0
3528,292.0
117712,11.0
181864,50.0
204992,162.0
51379,7.0
37953,134.0
287639,23.0
201639,512.0
181247,7.0
164122,303.0
19009,80.0
260629,7.0
30302,56.0
27650,4.0
210614,103.0
270998,22.0
28540,2.0
142535,3742.0
64893,948.0
92338,1.0
107267,71.0
82293,5.0
77356,26.0
206184,7.0
263628,143.0
176409,7782.0
228305,4552.0
8783,13.0
169334,16.0
134340,75.0
25183,30.0
105606,6615.0
265632,212.0
46344,13.0
61971,241.0
293149,9.0
256756,8.0
256834,10.0
305558,8.0
304685,97.0
42452,11.0
262716,106.0
70174,99.0
211842,0.0
171551,37.0
224775,11.0
269165,201.0
20696,10.0
127075,151.0
210621,5.0
104857,13.0
164985,3.0
168719,6.0
169963,3.0
148846,11.0
100166,22.0
59206,11.0
78429,37.0
152939,36.0
103774,65.0
322485,378.0
303590,231.0
73504,11.0
288321,87.0
91349,3.0
106161,119.0
208407,3.0
229235,2.0
271805,1.0
136468,515.0
37463,6.0
156653,12.0
67467,77.0
110003,51.0
260761,935.0
178692,463.0
119099,132.0
33382,9.0
281042,5.0
18821,7.0
100856,191.0
157492,1191.0
203814,87.0
195410,440.0
295225,9.0
207618,5.0
15547,2.0
138275,104.0
269955,1.0
288426,99.0
297798,50.0
68718,5.0
268696,5008.0
327,3.0
173584,18.0
72437,1.0
106749,4.0
243263,0.0
66638,20.0
329405,82.0
162178,3094.0
37154,180.0
111289,39.0
174342,17.0
195504,1110.0
223603,65.0
15427,3.0
263695,8.0
143676,21.0
71524,1383.0
138351,3.0
277274,103.0
140433,702.0
329279,50.0
12141,6.0
70939,27.0
83997,10.0
65043,631.0
112647,92.0
215644,10.0
9787,15.0
41870,13.0
143253,8.0
125909,15.0
94716,3.0
293532,29.0
83412,31.0
57607,6.0
227051,56.0
288975,35.0
246742,27.0
43658,11.0
975,441.0
242867,119.0
203727,56.0
145270,7.0
163425,80.0
198007,186.0
219318,96.0
49642,5.0
185169,29.0
113693,2.0
66491,17.0
97729,366.0
169259,485.0
199391,1072.0
49392,46.0
219079,5.0
86211,514.0
123096,23.0
55319,49.0
14698,52.0
176582,17.0
33451,7.0
56924,281.0
43147,1229.0
68162,46.0
315193,101.0
140860,41.0
256194,382.0
326345,212.0
284522,6.0
19444,732.0
247948,380.0
108267,0.0
52138,277.0
184626,10.0
72099,3.0
282770,20.0
154798,44.0
132933,79.0
253006,122.0
182142,42.0
283103,22.0
312738,8.0
263823,13.0
291367,237.0
329550,14.0
88486,12.0
94479,61.0
161538,1100.0
4142,243.0
315220,175.0
87237,49.0
101061,2.0
49398,14.0
166123,8.0
306322,3.0
240355,43.0
13605,1569.0
203253,3.0
104356,12.0
166867,12.0
265017,488.0
32882,89.0
128090,30.0
37922,18.0
48525,23.0
44929,22.0
46516,275.0
233766,49.0
168886,187.0
46271,111.0
76331,70.0
89692,4.0
230326,95.0
129085,3.0
295672,135.0
289102,914.0
81325,151.0
287060,386.0
264978,196.0
126503,312.0
5172,93.0
135616,4.0
118290,282.0
249574,96.0
65312,10.0
297182,7.0
240560,27.0
212943,3.0
17019,7.0
254554,18.0
57144,7.0
105640,21.0
177756,402.0
172831,17.0
149015,56.0
169870,22.0
224225,16.0
311233,1578.0
236921,50.0
19232,36.0
179870,6.0
104400,589.0
302302,42.0
324603,158.0
270019,738.0
51235,23.0
282442,12.0
83088,2964.0
63268,15.0
62804,384.0
12170,20.0
211203,1.0
174734,194.0
296774,1.0
323275,9.0
55018,26.0
169067,6.0
130620,3.0
75661,115.0
275325,4.0
283530,9.0
65345,8.0
130341,86.0
231868,11.0
194134,46.0
126365,6.0
60481,3.0
83461,22.0
306099,38.0
66196,471.0
190548,88.0
295408,145.0
135707,7.0
12799,141.0
114636,10.0
42900,1007.0
140826,6.0
236550,1028.0
239702,49.0
86079,44.0
266910,12.0
323726,26.0
285514,2255.0
102127,1295.0
34323,234.0
17083,3.0
18213,9.0
170179,1.0
102279,3.0
126341,138.0
245370,5.0
244857,11.0
240962,13.0
147003,26.0
297007,119.0
280031,10.0
223523,5.0
290620,133.0
127587,6.0
118735,7.0
117880,6.0
94249,209.0
275760,26.0
88867,2.0
446,59.0
38445,320.0
319049,37.0
145497,50.0
116443,66.0
117578,19.0
205294,7.0
47534,65.0
133409,219.0
100875,835.0
124464,153.0
272659,610.0
168954,94.0
163042,20.0
257386,15.0
43630,2.0
12509,30.0
148631,6.0
322074,25.0
225097,14.0
305216,75.0
